shelfmark,title,additional_titles,authors,language,language_codes,date,place
Halper 99,"Rashi's commentary on the Talmud, ʹEruvin 88b-89b","","",Hebrew; Official Aramaic (700-300 BCE); Imperial Aramaic (700-300 BCE),heb|arc,"",Orient
