shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 42,Maḥzor (מחזור),"Services for the first day of Rosh
          								ha-Shanah|Services for the second day of Rosh
          								ha-Shanah|Services for Yom Kipur","",Hebrew,he,"",Germany
