shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS V.a.106,"Ad Herennium rhetorica manuscript, 15th century / Marcii Tullii Ciceronis.",Rhetorica ad Herennium.,"",Latin,lat,"","Italy, Spain, or France"
