shelfmark,title,additional_titles,authors,language,language_codes,date,place
Penn Museum 95-21-34 A-Z 95-21-34 A-Z,Phra Mahāparinibbāna,"Title page, f.1r|Manuscript, upper edge|Cover, closed, tie side|Cover, closed, back|Cover, open, outside|Cover, open, inside","",In Thai,tha,"",""
