shelfmark,title,additional_titles,authors,language,language_codes,date,place
LJS 220,Recueil de diverses recettes médécinales,"Four elements, f. 1r|La table de cest present livre, f. 3r|Four humors, signs of the zodiac, planets, days of the week, f. 6v|La maniere et la science de scavoir lensaignement de lexamen de la ville de montpellier, f. 13r|Les remidez pour les maladis et pour les enfermetez, f. 23v|Medical recipes in French and Latin, f. 66r|Table of ailments and medicines (De aquis) in Latin, f. 85r|Table of herbs and ailments in French, f. 87v|Medical and chemical recipes in French and Latin, f. 90v|Les proprietes de plusieurs herbis, f. 98v|Medical recipes, f. 138v","","Middle French, with some sections in Latin (f. 77r-81v, 85v-87r, 93r-98r, 137v, 141r)",frm|lat,between 1475 and 1490,France
