shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 715,Compendium religiosi vivendi,"Dixit Beatus Anthonius[?], f. 1r|Tract, f. 1v|Compendium, f. 9r|Kyrieleyson, f. 42r|De passione Domini, f. 79r|Speculum humilitatis, f. 97r|Excerpta de libro Sancti Augustini de spiritu et anima, f. 109r|Excerpta de libris Sancti Gregorii de triplici voce, f. 115r|Mistica theologica, f. 121r","",Latin,lat,14--,Northern Italy or Austria?
