shelfmark,title,additional_titles,authors,language,language_codes,date,place
Widener 8,"Book of Hours, use of Paris","Calendar, in French|Hours of the Virgin, Use of Paris (beginning lacking)|Penitential Psalms, Litany, and Prayers|Hours of the Cross|Hours of the Holy Spirit|Office of the Dead|Hours of the Passion|Hours of the Compassion of the Virgin","",Latin,lat,"","Naples, Italy|France"
