shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 788 Folders 289-324,Requesens family papers,"","Requesens family|Charles V, Holy Roman Emperor, 1500-1558|Charles II, King of Spain, 1661-1700|Juana, la Loca, Queen of Castile, 1479-1555|Martin I, King of Aragon, 1356-1410|Alfonso V, King of Aragon, 1396-1458|Juan, Prince, son of Ferdinand V, King of Spain and of Isabella I, Queen of Spain, 1478-1497|Ferdinand V, King of Spain, 1452-1516|Ferdinand VI, King of Spain, 1713-1759|María Cristina, Queen, consort of Ferdinand VII, King of Spain, 1806-1878|Requesens, Giuseppe de'|Requesens, Giovanni de'|Requesens, Domenico de'|Requesens, Giuseppe Antonio de'|Requesens, Caterina de'|Requesens, Federico de'|Requesens, Michele de'|Naselli, Giovanni|Naselli, Diego|Reggio, Miguel|Fuentes, Luis|Rizzi, Domenico|Landolina, Domenico|Zappalà, Carlo Mannino|Cavalcanti, Pietro|Esbis, Pietro|Perniciaro, Giovanbattista","In Italian, Latin, and Spanish",ita|lat spa,"",""
