shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 13525,Sidur ve-maḥzor (סדור ומחזור),Tefilot yamot ha-ḥol תפילות ימות החול|Tefilot shabat תפילות שבת|Seder ḳeri᾿at shema῾ סדר קריאת שמע|Seder tefilat Rosh ḥodesh סדר תפלת ראש חדש|Yotser le-shabat shel Bereshit יוצר לשבת של בראשית|Seder tefilat Ḥanukah סדר תפלת חנוכה|Seder tefilat Ta῾anit סדר תפלת תענית|Piyutim le-arba῾ parashiyot ule-Purim פיוטים לד' פרשיות ולפורים|Yotser le-shabat ha-gadol shel Pesaḥ יוצר לשבת הגדול של פסח|Divre hakhrazah va-ne᾿emarim be-erev Pesaḥ דברי הכרזה הנאמרים בערב פסח|Seder tefilot shel Pesaḥ סדר תפלות של פסח|Masekhet avot מסכת אבות|Piyuṭim le-shabat ha-gadol shel Shavu῾ot פיוטים לשבת הגדול של שבועות|Seder tefilat ḥag Shavu῾ot סדר תפלת חג שבועות|Seder ῾inyan ṭeṭ be-av סדר ענין ט באב|Yotser le-shabat shel Naḥamu יוצר לשבת של נחמו|Yotser le-shabat ḳodem Rosh ha-shanah יוצר לשבת קודם ראש השנה|Seder tefilot Rosh ha-shanah סדר תפלות ראש השנה|Yotser shel shovah יוצר של שובה|Seder tefilot shel Yom ha-kipurim סדר תפלות של יום הכפורים|Seder tefilat ḥag va-Sukot סדר תפלת חג הסכות|Seder tefilat Shemini ῾atseret סדר תפלת שמיני עצרת|Seder tefilat ḥolim סדר תפלת חולים|Seder shinuy ha-shem סדר שנוי השם|Tefilot תפילות,"",Hebrew,he,"",""
