shelfmark,title,additional_titles,authors,language,language_codes,date,place
2010.111.04.0001,Obligación de Juan de Fregenal contra Juan de Silva; Obligación de Pedro de Zárate contra Juan de Fregenal,Obligación de Juan de Fregenal contra Juan de Silva|Obligación de Pedro de Zárate contra Juan de Fregenal,"",Spanish; Castilian,spa,"","Lima, Peru"
