shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 1024,"A festival prayer book, according to the rite of Fez with a modern appendix.",Services for Purim and fast-days|Tiḳun Shabat|Tiḳun seliḥot|Tiḳun shel Rosh ha-Shanah|Tiḳun le-῾atsirah|Maḥzor le-Yom Kipurim|Miscellaneous pieces,"",Hebrew,he,"","Part I: Africa, N. Part II: Africa, N."
