shelfmark,title,additional_titles,authors,language,language_codes,date,place
LC 14 14,Statuta vetera (Old statutes),"""Statuta vetera"" and various tracts, followed by an index|Tracts, including ""Quot modis dicitur exception,"" ""Expositio vocabulorum,"" ""De antique dominico corone, Distinctio de socagio,"" ""Officium coronatoris.""|Table of contents|Alphabetical index of the Statuta nova from Ambidexter to Wurstedes","",Latin; Anglo-Norman; Middle French (ca. 1400-1600),lat|xno frm,"",England
