shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 482/2,De regimine principum,"Introduction|Book 1, Part 1|Book 1, Part 2|Book I, Part 3|Book 1, Part 4|Book 2, Part 2?|Book 3, Part 1|Book 3, Part 2|Book 3, Part 3","","Castilian, Spanish",spa,"","Andalusia, Spain"
