shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 225,Benjamin Rush lecture notes,Notebook 1|Notebook 2|Notebook 3|Notebook 4|Notebook 5|Notebook 6|Notebook 7|Notebook 8|Notebook 9|Notebook 10|Notebook 11|Notebook 12|Notebook 13|Notebook 13|Notebook 14,"Rush, Benjamin, 1745-1813|Bartram, Moses, d. 1791|Overton, James|Spangler, John|Kuhn, Adam, 1741-1817|Curtin, Constans|Simonton, William|Gilder, D|Shippen, William, 1736?-1808|Maxwell, Robert G","",eng,1783-1810,""
