shelfmark,title,additional_titles,authors,language,language_codes,date,place
Rendel Harris 27,ʼEwangelíwān qadíšā da-mšíḥā pārúqan.|ܐܘܢܓܠܝܘܢ ܩܕܝܫܐ ܕܡܫܝܚܐ ܦܪܘܩܢ,Table of contents|Text in preparation for the Gospels|ʼEwangelíwān qadíšā da-mšíḥā pārúqan.|Matthew|Mark|Luke|John|Note about the composition of the Gospels,"",Syriac (,syc|syr ara,1526,"Karpasha, Cyprus"
