shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 27167,"Torah, hafṭarot u-megilot (תורה,הפטרות ומגילות)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Hafṭarot|Song of Songs|Ruth|Lamentations|Ecclesiastes|Esther|Masoretic lists,"",Hebrew,he,"",PortugalLisbon
