shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 106,"Book of Hours, use of Rome","Calendar|Hours of the Cross|Hours of the Holy Spirit|Hours of the Holy Spirit|Hours of the Virgin, Use of Rome|Large miniature, Coronation of the Virgin|Hours of the Virgin for Advent|Large miniature, King David in Prayer|Penitential Psalms, Litany, and Prayer|Large miniature, Funeral scene|Office of the Dead|Prayers to the Virgin, Obsecro te and O intemerata|Psalter of Saint Jerome|Suffrage to Saint Sebastian|Mass of the Archangel Raphael","",Latin,lat,"","Flanders, Bruges, Belgium"
