shelfmark,title,additional_titles,authors,language,language_codes,date,place
"12H, Box 1, Folder 1",Diary of Mary Ayer,Map of France|Title page|Summary of Freshman Year|July 13|November 6|November 13|November 27|March 16|March 26|April 13|April 30|May 14|June 10|October 29|December 8|April 12|1901 Oral Song,"",Primary language: English.,eng,From 1901 to 1902,Bryn Mawr (Pa.)|Cambridge (Mass.)
