shelfmark,title,additional_titles,authors,language,language_codes,date,place
Kings MS 1,"Tana""kh (תנ""ך)",Masoretic lists|Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Joshua|Judges|Samuel|Kings|Isaiah|Jeremiah|Ezekiel|Hosea|Joel|Amos|Obadiah|Jonah|Micah|Nahum|Habakuk|Zephaniah|Hagai|Zechariah|Malachi|Psalms|Ruth|Job|Proverbs|Song of Songs|Lamentations|Ecclesiastes|Esther|Daniel|Ezra|Chronicles|Index,"",Hebrew,he,"",SpainCataloniaSolsona
