shelfmark,title,additional_titles,authors,language,language_codes,date,place
Halper 103,Novellae on Niddah 14b-30a; 32a-40b; 42a-61b,"","",Hebrew; Official Aramaic (700-300 BCE); Imperial Aramaic (700-300 BCE),heb|arc,"",Spain
