shelfmark,title,additional_titles,authors,language,language_codes,date,place
a CAJS: RAR MS 82.313.1.7a,"Judeo-Arabic commentary to Exodus XXV|פירוש על שמות כ""ה ביהודית-ערבית","","",In Judeo-Arabic,jrb,between 1300-1399,""
