shelfmark,title,additional_titles,authors,language,language_codes,date,place
"Islamic Manuscripts, New Series no. 1718",Vaka-yi Kerbela|[وقعة كربلاء],Ownership statement|Vaka-yi Kerbela|Bāb 1|Bāb 2|Bāb 3|Bāb 4|Bāb 5|Bāb 6|Bāb 7|Bāb 8|Bāb 9|Bāb 10|Khātimah|Mersiye,Edhem,In Ottoman Turkish,ota,1603,""
