shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 1804,Śīghrabodha|शीघ्रबोध,"Tables, f. 3v and f. 4r|Tables, f. 4v and f. 5r|Table, f. 5v|Table, f. 6v|Table, f. 8v|Table, f. 9v and f. 10r|Table, f. 11r|Table, f. 14v [=13v] and f. 15r [=14r]|Table, f. 16r [=15r]|Table, f. 16v [=15v]|Table, f. 18r [=17r]|Tables, f. 19r [=18r]|Tables, f. 28r [=27r]|Table, f. 34v [=33v]|Tables, f. 36r [=35r]",Kāśīnātha Bhaṭṭācārya,In Sanskrit,san,"",""
