shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 696,Theological miscellany,"Liber scintillarum, f. 1r|Sermones, f. 25r|Poenitentiale, f. 37r|Sermones, f. 53r|Excerpts and glosses on the Bible, f. 59r|De pugna spirituali, f. 59r|De vitiis, f. 59v|De confessione, f. 61v|De contemptu mundi, f. 62r|Quindecim signa, f. 70v|Two poems, f. 72v","Bernard, of Clairvaux, Saint, 1090 or 91-1153|Anselm, Saint, Archbishop of Canterbury, 1033-1109|Galand, de Reigny, 12th cent|Innocent III, Pope, 1160 or 61-1216",Latin,lat,1250-1399,Germany
