shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1123,Dialectica elementalis seu prima dialecticae elementia,"Dialectica elementalis seu prima dialecticae elementia, f. 1r|Tractatus primus: institutiones dialecticae de his quae ad primam mentis operationem spectant, f. 3r|Tractatus secundus: de dialectica reflexa, seu prooemialibus logicae disputationibus quibus logica se considerans sui naturam, et proprietates examinat, f. 43v|Tractatus tertius: de universalibus incommuni ad obiectum dialecticae directae pertinentibus, f. 140v|Tractatus quartius: de universalibus in particularibus seu de quinque praedicabilibus, f. 207r|Tractatus quintus: de antepraedicamentis, f. 222r|Tractatus sextus: de praedicamentis, f. 223v|Tractatus septimus: in duos libros Perihermenias sive De interpretatione, f. 231v|Tractatus octus: in libros analyticos Aristotelis de priori et posteriori resolutione, f. 242r|Disputationes in secundam philosophiae partem nempe physicam sive philosophiam naturalem, f. 248r","","Latin, with a few scattered words in Greek (for example, f.207r)","",1686,Spain
