shelfmark,title,additional_titles,authors,language,language_codes,date,place
Misc Mss Box 6 Folder 3,Miscellaneous manuscripts,"","Della Rovere family|Della Rovere, Sisto Gara, Cardinal, d. 1517|Della Rovere, Galeotto Franciotti, Cardinal, 1471-1507|Della Rovere, Leonardo Grosso, Cardinal, 1464-1526",In Latin,lat,"",""
