shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS Or 424,Ottoman Turkish expansion on al-Būṣīrī's qaṣīdat al-Burdah,[Ottoman Turkish expansion on al-Būṣīrī's qaṣīdat al-Burdah].,"Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd, 1213?-1296?|Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd, 1213?-1296?",Turkish with source text in Arabic,ota|ara,16--?,""
