shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 17,"Vita s. martini, etc.","Sulpicius Severus, Life of Saint Martin, Prologue, Table of Contents|Sulpicius Severus, Life of Saint Martin|Sulpicius Severus, Dialogue I|Sulpicius Severus, Dialogue II|Sulpicius Severus, Dialogue III|Gregory of Tours, Life of Saint Martin of Tours|Tituli Metrici de Sancto Martino|Life of Saint Zeno","",Latin,lat,"","Verona?, Northern Italy"
