shelfmark,title,additional_titles,authors,language,language_codes,date,place
Oversize Ms. Codex 20,Summa dictaminis ...etc..,"Table of contents (later addition), Flyleaf 3|Summa dictaminis, p. 1|Theorica, sive ars dictaminis, p. 173|Practica sive usus dictaminis, p. 180|Tractatus exoriendi, p. 198|De quibusdam usurpantibus alienum officium, p. 211|Libellus de epythetis, p. 213|Collectio florum super arte et usu dictaminis, p. 222|Exordia super diversis materiis applicanda, p. 253|Proverbia sive latina cursulata super diversis materiis, p. 268|Exordia sive proverbia cursulata per alphabetum collecta, p. 273|De proverbiis Salomonis, p. 280|Exordia curialia in diversis negociis applicanda, p. 283|Lucerna dictaminis, p. 285|Quare exornationes colores rethorici nominantur, p. 310|Varietates exordiorum quibus a summo pontifice audientia postulatur, p. 318|Arengae a diversis doctoribus compillatae, p. 319","Thomas, de Capua, Cardinal, -1243|Bondi, Johannes, de Aquilegia",Latin,lat,13--,Italy
