shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 1801,Gaurījātaka|गौरीजातक,"Tables, f. 25v and f. 26r|Table, f. 27r|Table, f. 29v and f. 30r|Table, f. 30v and f. 31r|Tables, f. 31v and f. 32r|Tables, f. 32v and f. 33r|Tables, f. 33v and f. 34r|Tables, f. 34v and f. 35r|Tables, f. 35v and f. 36r|Tables, f. 36v and f. 37r|Tables, f. 37v and f. 38r","",In Sanskrit,san,"",""
