shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 16577,Maḥzor (מחזור),Services for week-days|῾Inyan Shabat|῾Inyan Rosh ḥodesh|Seder ῾Asarah be-ṭevet|Seder arba῾ah parashiyot|Seder ῾Inyan Pesaḥ|Pirḳe avot|Seder Shavu῾ot|῾Inyan arba῾ah tsomot|῾Inyan ta῾anit|Seder ma῾amadot|῾Inyan Rosh ha-shanah|Seder Yom Kipur|῾Inyan ḥag ha-Sukot,"",Hebrew,he,"",Italy
