shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 700 Item 42,Lengua maya,"","Berendt, C. Hermann 1817-1878|Waldeck, Frédéric de, 1766-1875|Galindo, Juan, 1802-1839|Ternaux-Compans, Henri, 1807-1864|Beltrán de Santa Rosa, Pedro|Brasseur de Bourbourg, abbé, 1814-1874|Fernández de Oviedo y Valdés, Gonzalo, 1478-1557|San Buenaventura, Gabriel de, fl. 1684|Ruz, Joaquin, 1772-1870|Lizana, Bernardo de, 1581-1631|Salazar Ylarregui, José|Villanueva, Juan José","Spanish, Maya, Chol (Putum), Itzá dialect (Petén), Cakchikel, Nahuatl, and Otomi (Othomi); with occasional use of French (entry 3), German (notes laid in) , Latin (entry 12), and at least one remark in English (p. 31)",spa|myn ger fre nah oto eng,1864-1868,"Providence, R. I. ;|Sacluc, Guatemala ;|Mérida, Mexico ;"
