shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Indic 8,Sāṃgītadarpaṇa,"Table, f. 53r|Table, f. 53v|Table, f. 54r|Tables, f. 54v","",In Hindi,"","",""
