shelfmark,title,additional_titles,authors,language,language_codes,date,place,source_file
Ms. Codex 1869,Book of hours :,"Calendar (February-December)|Gospel lessons|Matins|Lauds (partial)|Prime|Terce (partial)|Sext (partial)|None (partial)|Vespers (partial)|Compline (partial)|Penitential Psalms (partial)|Litany and prayers (partial)|Brief Hours of the Cross (partial)|Brief Hours of the Holy Spirit|Prayer, Obsecro te|Prayer, Salve regina|Office of the Dead (partial)","",Latin,lat,between 1475 and 1499,France,Data/0002/mscodex1869/data/mscodex1869_TEI.xml
