shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 33,"Radnor hours #2, use uncertain","Gospel Pericopes|Obsecro te|Hours of the Virgin|Suffrages to the Holy Spirit, the Trinity, Michael, John the Baptist, Peter, and Nicholas|Resumption of the Hours of the Virgin|Penitential Psalms|Litany of the Saints|Hours of the Cross|Hours of the Dead|Fifteen Joys of the Virgin","",Latin,lat,"",France
