shelfmark,title,additional_titles,authors,language,language_codes,date,place
(SPC) MSS LT 085,Pore Caitif,Prolog|The Bileeue|Prolog of the Heestis|Prolog of the Paternoster|The councel of Crist|Of vertuous pacience|Off temptacion|The chartre of heuene|Hors or armer of heuene|The name of Ihesu|The love of Ihesu|Of verri mekenesse|Off mannes will|Actif lyf [and] contemplatif lyf|Prolog on chastite|The myrror of chastite,"",Middle English (1100-1500),enm,"",England
