shelfmark,title,additional_titles,authors,language,language_codes,date,place
BV 55,Vaṣiyyet.|وصيت,Table of contents|Vaṣiyyet,"Birgivî Mehmet Efendi, approximately 1522-1573",Ottoman Turkish,ota|ara,1784,Turkey
