shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 236,Biblia sacra manuscripta,"Interpretationes nominum hebraicorum, f. 2r|Prayer of Manasseh, f. 27v|Genesis, f. 30v|Exodus, f. 44v|Leviticus, f. 56v|Numbers, f. 65r|Deuteronomy, f. 77r|Prologue to Joshua, f. 87v|Joshua, f. 88r|Judges, f. 95v|Ruth, f. 104r|Prologue to Kings 1, f. 105r|Kings 1, f. 106r|Kings 2, f. 118v|Kings 3, f. 123v|Kings 4, f. 134r|Prologue to Chronicles 1, f. 143v|Chronicles 1, f. 144r|Chronicles 2, f. 152r|Prologue to Esdras, f. 163v|Esdras, f. 163v|Nehemiah, f. 166v|Esdras 2, f. 171r|Prologue to Tobit, f. 175r|Tobit, f. 175r|Prologue to Esther, f. 178r|Esther, f. 78r|Prologue to Judith, f. 182r|Prologue to Job, f. 185v|Prologue to Psalms, f. 192v|Second prologue to Psalms, f. 193r|Psalms, f. 193r|Prologue to Proverbs, f. 211v|Proverbs, f. 212r|Ecclesiastes, f. 218r|Prologue to Song of Solomon, f. 220r|Song of Solomon, f. 220r|Prologue to Wisdom, f. 221v|Wisdom, f. 221v|Prologue to Ecclesiasticus, f. 225v|Ecclesiasticus, f. 225v|Prologue to Isaiah, f. 236r|Isaiah, f. 236r|Prologue to Jeremiah, f. 251r|Jeremiah, f. 251r|Lamentations, f. 268r|Prologue to Baruch, f. 269v|Baruch, f. 269v|Prologue to Ezekiel, f. 271v|Ezekiel, f. 271v|Prologue to Daniel, f. 287r|Daniel, f. 287r|Prologue to Hosea, f. 293r|Hosea, f. 293v|Prologue to Joel, f. 295v|Second prologue to Joel, f. 295v|Joel, f. 295v|Prologue to Amos, f. 296v|Second prologue to Amos, f. 296v|Third prologue to Amos, f. 296v|Amos, f. 296v|Prologue to Obadiah, f. 298v|Second prologue to Obadiah, f. 298v|Obadiah, f. 298v|Prologue to Jonah, f. 299r|Second prologue to Jonah, f. 299r|Third prologue to Jonah, f. 299r|Jonah, f. 299r|Prologue to Micah, f. 299v|Second prologue to Micah, f. 299v|Micah, f. 299v|Prologue to Nahum, f. 301r|Second prologue to Nahum, f. 301r|Nahum, f. 301r|Prologue to Habakkuk, f. 301v|Second prologue to Habakkuk, f. 302r|Habakkuk, f. 302r|Prologue to Zephaniah, f. 302v|Zephaniah, f. 303r|Prologue to Haggai, f. 303v|Second prologue to Haggai, f. 304r|Haggai, f. 304r|Prologue to Zechariah, f. 304v|Second prologue to Zechariah, f. 304v|Zechariah, f. 304v|Prologue to Malachi, f. 307r|Second prologue to Malachi, f. 307r|Malachi, f. 307r|Prologue to Maccabees 1, f. 308r|Second prologue to Maccabees 1, , f. 308r|Third prologue to Maccabees 1, f. 308v|Maccabees 1, f. 308v|Zoomorphic initial, Initial F, f. 318v|Maccabees 2, f. 318v|Prologue to the Evangelists, f. 325r|Second prologue to the Evangelists, f. 325v|Third prologue to the Evangelists, f. 325v|Fourth prologue to the Evangelists, f. 326r|Prologue to Matthew, f. 326r|Matthew, f. 326v|Prologue to Mark, f. 335v|Mark, f. 335v|Prologue to Luke, f. 341v|Luke, f. 341v|Prologue to John, f. 352r|John, f. 352r|Prologue to Romans, f. 359v|Second prologue to Romans, f. 360r|Third prologue to Romans, f. 360r|Fourth prologue to Romans, f. 360v|Romans, f. 360v|Prologue to Corinthians 1, f. 364r|Corinthians 1, f. 364r|Prologue to Corinthians 2, f. 368r|Corinthians 2, f. 368r|Prologue to Galatians, f. 370v|Galatians, f. 370v|Prologue to Ephesians, f. 371v|Ephesians, f. 371v|Prologue to Philippians, f. 373r|Philippians, f. 373r|Prologue to Colossians, f. 374r|Prologue to Thessalonians 1, f. 374v|Thessalonians 1, f. 375r|Prologue to Thessalonians 2, f. 375v|Thessalonians 2, f. 375v|Prologue to Timothy 1, f. 376r|Timothy 1, f. 376r|Prologue to Timothy 2, f. 377r|Timothy 2, f. 377r|Prologue to Titus, f. 378r|Titus, f. 378r|Prologue to Philemon, f. 378r|Philemon, f. 378v|Prologue to Hebrews, f. 378v|Hebrews, f. 378v|Prologue to Acts, f. 381v|Acts, f. 381v|Prologue to James, f. 392r|James, f. 392r|Peter 1, f. 392v|Peter 2, f. 393v|John 1, f. 394r|John 2, f. 395r|John 3, f. 395r|Jude, f. 395v|Prologue to Revelation, f. 395v|Revelation, f. 395v|Calendar, f. 400v|Missal, f. 402v|Breviary, f. 421r|Epistle and Gospel incipits, f. 460r","Jerome, Saint, d. 419 or 20|Pseudo-Jerome",Latin,lat,122-?,France?
