shelfmark,title,additional_titles,authors,language,language_codes,date,place
1978.5.2,Steam Sloop Wyoming logbook and journal,"Letter to Dwier from the United States Treasury Department, November 6, [1865]|Abstract log of the U.S. Steam Sloop Wyoming, 1861|1861 November-December|1861 December-1862 February|1862 February-March|1862 March-April|1862 April-May|1862 May-June|1862 June-July|1862 July-August|1862 August-September|1862 October-November|1862 November-December|1862 December-1863 January|1863 January-February|1863 February-March|1863 March-May|1863 May-June|1863 June-July|1863 July-August|1863 August-October|1863 October-November|1863 November-1864 January|1864 February-April|1864 April-May|1864 May-June|1864 June-July|Dried [seaweed]|July 16, 1863|September 17-24, 1863|September 5-October 1, 1863|October 2-6, 1863|October 7-10, 1863|October 11-14, 1863|October 15-20, 1863|October 21-23, 1863|October 24-31, 1863|November 1-8, 1863|November 9-13, 1863|November 14-17, 1863|November 18-21, 1863|November 22-25, 1863|November 26-30, 1863|December 1-5, 1863|December 6-11, 1863|December 12-17, 1863|December 18-22, 1863|December 23-26.1863|December 27-30, 1863|December 31, 1863-January 6, 1864|January 7-11, 1864|January 12-17, 1864|January 18-24, 1864|January 25-30, 1964|January 31-February 7, 1864|February 8-11, 1864|February 12-17, 1864|February 18-23, 1864|February 24-29, 1864|March 1-6, 1864|March 7-12, 1864|March 13-19, 1864|March 20-25, 1864|March 26-April 1, 1864|April 2-7, 1864|April 8-11, 1864|April 12-16, 1864|April 17-21, 1864|April 22-28, 1864|April 29-May 3, 1864|May 6-8, 1864|May 9-12, 1864|May 13-16, 1864|May 17-20, 1864|May 21-28, 1864|May 29-June 2, 1864|June 3-6, 1864|June 7-12, 1864|June 13-18, 1864|June 19-25, 1864|June 26-July 2, 1864|July 3-7, 1864|July 8-12, 1864|July 13-17, 1864|July 18-23, 1864","",Primary language: English.,eng,From 1862 to 1863,Philadelphia (Pa.)
