shelfmark,title,additional_titles,authors,language,language_codes,date,place
1967‑30‑120,"Hours of the Virgin, Use of Rome","Office of the Saints Cosmas and Damian, on paper in an eighteenth-century hand|Latin inscriptions with English translations in a later hand|Suffrage of Saint Sebastian in humanist hand|Calendar, in French|Gospel Lessons|Obsecro Te|O Intemerata|Hours of the Virgin|Hours of the Cross|Hours of the Holy Spirit|Accessory prayer in Italian in later humanist hand, Dulcissimo Signor Mio...|Penitential Psalms, Litany, and Prayers|Office of The Dead|Mass of the Virgin, in a contemporary rotunda script|Notes in ink and pencil|Ownership note, Samuel Tolfrey, 1869; Ownership notes in pencil|List of miniatures in German, in pencil","",Latin; Middle French (ca. 1400-1600); Italian,lat|frm ita,"",France
