shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Oversize 27,Joanna I grant of pension :,"","Joanna I, Queen of Naples, d. 1382|Elzear, de Sabran, 14th cent|Johannes, de Sabran|Guillaume, de Sabran",In Latin,lat,"",""
