shelfmark,title,additional_titles,authors,language,language_codes,date,place
KET Z29,"Ketubah, 1931.","","","Imperial Aramaic (700-300 BCE), Official Aramaic (700-300 BCE); Hebrew",arc|heb,"","Shira, Iran"
