shelfmark,title,additional_titles,authors,language,language_codes,date,place
SC MS 0014 1.06,"William L. Estes, Jr. Diaries of Army Service in France",31 October 1918|1 November 1918|2-3 November 1918|4 November 1918|5 November 1918|6-7 November 1918|8 November 1918|9 November 1918|10 November 1918|11 November 1918|12 November 1918|13 November 1918|14 November 1918|15 November 1918|16 November 1918|17-18 November 1918|19 November 1918|20 November 1918|21 November 1918|22 November 1918|23 November 1918|24 November 1918|25 November 1918|26 November 1918|27 November 1918|28 November 1918|29 November 1918|30-31 November 1918|1 December 1918|2 December 1918|3 December 1918|4 December 1918|5 December 1918|6 December 1918|7 December 1918|8 December 1918|9-10 December 1918|11 December 1918|12 December 1918|13 December 1918|14 December 1918|15 December 1918|16 December 1918|17 December 1918|18 December 1918|19 December 1918|20 December 1918|21 December 1918|22 December 1918|23 December 1918,"",Primary language: English.,eng,1918,France
