shelfmark,title,additional_titles,authors,language,language_codes,date,place
X893.7 B11,Kitāb-i aqdas.|[کتاب اقدس],[Kitāb-i aqdas].,"Baháʼuʼlláh, 1817-1892|Baháʼuʼlláh, 1817-1892",Arabic with interlinear Persian translation,ara|per,between 1874? and 1877?,""
