shelfmark,title,additional_titles,authors,language,language_codes,date,place
Harley MS 5710,"Tana""kh (תנ""ך)",Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Rules for the scribe|Joshua|Judges|Samuel|Kings,"",Hebrew,he,"",ItalyRomeBologna
