shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1566,Book of hours :,"Calendar, f. 1r|Matins, f. 13r|Lauds, f. 29v|Prime, f. 46r|Terce, f. 54v|Sext, f. 60r|None, f. 65r|Vespers, f. 70v|Compline, f. 81r|Penitential Psalms, f. 89r|Letanie, f. 107r|Officium pro defunctis, f. 113r","","Latin, with calendar in French (f. 1r-12v)",lat|fre,between 1375 and 1399,"Metz, France"
