shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 27052,A kabbalistic compilation of the school of Isaac Luria.,"Toledot ha-Ar""i תולדות האר""י|Goralot Aḥitofel גורלות אחיתופל|Ḥokhmat ha-῾atidot חכמת העתידות|Ḥakarat panim הכרת פנים לר' ישמעאל|Ha-devarim she-huv᾿u ve-Zohar she-tsarikh
          								adam lehizaher ba-hem הדברים שהובאו בזהר שצריך אדם להזהר בהם|Minhage ha-Ar""i  מנהגי האר""י|Derushe ha-saba be-sodot ha-gilgulim
          								u-pirṭehem דרושי הסבא בסודות הגלגולים ופרטיהם","",Hebrew,he,"",Italy
