shelfmark,title,additional_titles,authors,language,language_codes,date,place
MS 1057/29,"Book of Hours, Use of Paris","Calendar, in French|Gospel Lesson, Saint John|Gospel Lesson, Saint Luke|Gospel Lesson, Saint Matthew|Gospel Lesson, Saint Marc|Prayer, Obsecro te|Prayer, O intemerata|Hours of the Virgin, Use of Paris, intercalated with the Hours of the Cross and Hours of the Holy Spirit|Penitential Psalms, Litany, and Prayers|Office of the Dead|Fifteen Joys of the Virgin, in French|Seven Requests of Our Lord, in French, followed by Suffrages, in French|Prayer for after Communion, in a different hand","",Latin; Middle French (ca. 1400-1600),lat|frm,"","Paris or Tours, France"
