shelfmark,title,additional_titles,authors,language,language_codes,date,place
4,Gallican Psalter with Canticles,"Psalm 1, Sunday Matins|Psalm 21, Sunday Prime|Psalm 26, Monday Matins|Psalm 38, Tuesday Matins|Psalm 52, Wednesday Matins|Psalm 68, Thursday Matins|Psalm 80, Friday Matins|Psalm 97, Saturday Matins|Psalm 109, Sunday Vespers|Psalm 114, Monday Vespers|Psalm 119, Tuesday Vespers|Psalm 126, Wednesday Vespers|Psalm 131, Thursday Vespers|Psalm 137, Friday Vespers|Psalm 143, Saturday Vespers|Canticles, Litany, and Collect|Musical notation for the Kyrie and other prayers","",Latin,lat,"","Augsburg, Germany"
