shelfmark,title,additional_titles,authors,language,language_codes,date,place
CAJS Rar Ms 124,Majmaʻ al-baḥrayn wa-maṭlaʻ al-nayyirayn.|مجمع البحرين ومطلع النيرين,Majmaʻ al-baḥrayn wa-maṭlaʻ al-nayyirayn.,"Ṭurayḥī, Fakhr al-Dīn, 1571 or 1572-1674 or 1675",Arabic,ara,A.H. 1260 (1844),""
