shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 19776,"Torah, megilot ṿe-hafṭarot (תורה, מגילות והפטרות)","Genesis|Exodus|Leviticus|Numbers|Deuteronomy|Song of Songs|Ruth|Lamentations|Ecclesiastes|Esther|Hafṭarot for the whole year.|ʻEn ha-kore עין הקורא|A collection of several pieces on masorah, punctuation and accents.","",Hebrew,he,"",Unknown
