shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 390 Item 1858,Muhūrtacintāmaṇi|मुहूर्तचिन्तामणि,"Tables, f. 1v and f. 2r|Tables, f. 2v and f. 3r|Tables, f. 3v and f. 4r|Tables, f. 4v and f. 5r|Tables, f. 6v and f. 7r|Table, f. 7v|Table, f. 8v|Table, f. 9v|Table, f. 11r|Tables, f. 11v and f. 12r|Table, f. 12v|Table, f. 14v|Table, f. 19r|Tables, f. 22v|Table, f. 23v|Table, f. 24v|Table, f. 31r|Table, f. 31v|Table, f. 38r","Rāma Daivajña, active 17th century",In Sanskrit,san,"",""
