shelfmark,title,additional_titles,authors,language,language_codes,date,place
X893.7 Ib66,al-Juzʼ... min kitāb Tārīkh madīnat Dimashq.|الجزء...من كتاب تاريخ مدينة دمشق,"al-Juzʼ... min kitāb Tārīkh madīnat Dimashq.|al-Juzʼ al-khāmis wa-al-ʻishrūn baʻda al-thalāthmiʼah min kitāb Tārīkh madīnat Dimashq|Transmission notes|Transmission notes|al-Juzʼ al-sādis wa-al-ʻishrūn baʻda al-thalāthmiʼah min kitāb Tārīkh madīnat Dimashq|Transmission note|Transmission notes|Transmission notes|al-Juzʼ al-sābiʻ wa-al-ʻishrūn baʻda al-thalāthmiʼah min kitāb Tārīkh madīnat Dimashq|Transmission note|Transmission notes|Transmission notes|al-Juzʼ al-thāmin wa-al-ʻishrūn baʻda al-thalāthmiʼah min kitāb Tārīkh madīnat Dimashq|Transmission note|Transmission notes|Transmission notes|al-Juzʼ al-tāsiʻ wa-al-ʻishrūn baʻda al-thalāthmiʼah min kitāb Tārīkh madīnat Dimashq|Transmission note|Transmission notes|Transmission notes|Transmission notes|al-Juzʼ al-thalāthūn baʻda al-thalāthmiʼah min kitāb Tārīkh madīnat Dimashq|Transmission note|Transmission notes|Transmission notes|al-Juzʼ al-ḥādī wa-al-thalāthūn baʻda al-thalāthmiʼah min kitāb Tārīkh madīnat Dimashq|Transmission note|Transmission notes|Transmission notes|al-Juzʼ al-thānī wa-al-thalāthūn baʻda al-thalāthmiʼah min kitāb Tārīkh madīnat Dimashq|Transmission note|Transmission notes|Transmission notes|al-Juzʼ al-thālith wa-al-thalāthūn baʻda al-thalāthmiʼah min kitāb Tārīkh madīnat Dimashq|Transmission note|Transmission notes|Transmission notes|[Section beginning with the entry for ʻUthmān ibn Abī al-ʻĀtikah, Sulaymān Abū Ḥafṣ]","Ibn ʻAsākir, ʻAlī ibn al-Ḥasan, 1105-1176",Arabic,"",approximately 1141,""
