shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 225,Benjamin Rush lecture notes,"","Rush, Benjamin, 1745-1813|Bartram, Moses, d. 1791|Overton, James|Spangler, John|Kuhn, Adam, 1741-1817|Curtin, Constans|Simonton, William|Gilder, D|Shippen, William, 1736?-1808|Maxwell, Robert G","",eng,1783-1810,""
