shelfmark,title,additional_titles,authors,language,language_codes,date,place
CAJS Rar Ms 504,Ekhah rabati ʻim targum Malʼeyʼalam yehudit.|איכה רבתי עם תרגום מלאיאלאם יהודית,"","",In Hebrew and Judeo-Malayalam,heb|mal,between 1850 and 1899,""
