shelfmark,title,additional_titles,authors,language,language_codes,date,place
10a 215,Composite medical miscellany,Bernard of Gordon|De regimine sanitatis|The Wyse Boke of Maystyr Peers of Salerne,"",Latin; Middle English (1100-1500),lat|enm,"",England
