shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Coll. 742 Folder 58,Giovanni di Urbano Piccolomini del Testa estate arbitration,"","Testa, Giovanni di Urbano Piccolomini del|Piccolomini, Andrea di Nanni Todeschini|Vieri, Luca di Salvi di|Lorenzo, Fortuno di","In Italian, with notarial signatures in Latin",ita|lat,"",""
