shelfmark,title,additional_titles,authors,language,language_codes,date,place
Lewis E 242,Bible,"Rubrice biblie|Bible|Canticles|Creeds, Litany, and Prayers|Interpretationes Hebraicorum nominum|Office of the Virgin, Use of Rome","",Latin,lat,"",France
