shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1262,Literary miscellany,"Bucolica, f. 1r|Moreti, f. 22r|Georgica, f. 26r|De coniuratione Catilinae, f. 82r|Epigrammata and Liber Speculatorum, f. 111r|Commentary on Martial, f. 121r|Raptus Proserpinae, f. 127r|Cato maior de senectute, f. 151r|Somnium Scipionis, f. 160r|Formula vita honestae, f. 164r|Fragmentary text, f. 166r|Fragmentary commentary on Secundus, f. 171r","Virgil|Sallust, 86-34 B.C|Martial|Cicero, Marcus Tullius|Martin, of Braga, Saint, approximately 515-579 or 580|Claudianus, Claudius|Secundus, of Athens, 2nd cent","Latin, with some Greek",lat|grc,ca. 1471,Italy
