shelfmark,title,additional_titles,authors,language,language_codes,date,place
KET Z226,"Ketubah, 1923.","","","Imperial Aramaic (700-300 BCE), Official Aramaic (700-300 BCE); English; Hebrew",arc|eng heb,"","Kitchener, Canada"
