shelfmark,title,additional_titles,authors,language,language_codes,date,place
SC MS 0014 1.06,"William L. Estes, Jr. Diaries of Army Service in France",5 February 1919|6 February 1919|7 February 1919|8 February 1919|9 February 1919|10 February 1919|11 February 1919|12 February 1919|13 February 1919|14 February 1919|15 February 1919|16 February 1919|17 February 1919|18 February 1919|19 February 1919|20 February 1919|21 February 1919|22 February 1919|23 February 1919|24 February 1919|25 February 1919|26 February 1919|27-28 February 1919|1 March 1919|2-3 March 1919|4 March 1919,"",Primary language: English.,eng,1919,France
