shelfmark,title,additional_titles,authors,language,language_codes,date,place
Add MS 19945,Maḥzor (מחזור),Piyutim פיוטים|Parashiyot פרשיות|Tefilot תפילות|Seder ma῾amadot סדר מעמדות|῾Inyan Rosh ha-Shanah ענין ראש השנה|Seder Yom Kipur סדר יום כפור|῾Inyan ḥag ha-Sukot ענין חג הסוכות,"",Hebrew,he,"","Florence, Italy"
