shelfmark,title,additional_titles,authors,language,language_codes,date,place
Or 1483,Midrash ha-gadol (מדרש הגדול),Midrash on Ṿa-etḥanan|Midrash on ῾Eḳev|Midrash on Re᾿eh|Midrash on Shofeṭim|Midrash on Ki tetse|Midrash on Ki tavo|Midrash on Nitsavim|Midrash on Ṿa-yelekh|Midrash on Haʾazinu|Midrash on Zot ha-berakhah,"",Hebrew,he,"",Yemen
