shelfmark,title,additional_titles,authors,language,language_codes,date,place
Ms. Codex 1224,Ortus et occasus veterum regum ac regnorum,"Regnum Assyrium, p. 1|Regnum Medorium, p. 10|Assyrii reges secundi, p. 15|Reges Chaldaeorum ex Ptolemaeo, p. 17|Reges Lydorum, p. 22|Regnum Aegyptiorum, p. 26|Reges Persiarum, p. 47|Reges Atheniensium ad Justino libro 2 capitulo 6, p. 55|Reges Lacedaemoniorum ad Justino libro 3 capitulo 2, p. 77|Reges Thebani ad Justino, p. 99|Reges Macedoniae, p. 115|Reges Epirotarum, p. 143|Tiranni Siculorum, p. 149|Reges Battiadae Cyrenensium, p. 157|Tyranni Heracleae Ponticae, p. 165|Regis Pergameni, p. 171|Reges Aegypti post Alexandrium, p. 178|Reges Syriae et Asiae post Alexandrium, p. 190|Reges Parthorum, p. 211|Index in usum huius libelli, p. 228","","Latin, with some Greek notes in margins",lat|gre,1713,Netherlands
